y_text,y_emb
system,10110010001
sheets,10101110111
set,10101111111
database,00101100001
system,10110010001
updating,10011111011
title,10010001110
architecture,00011000010
statement,10111110101
webrtc,10001011100
keep,01001100101
interface,01001001000
protocol,11111000101
exchange,01101001101
service,10101111011
interfaces,01001011000
access,00000001101
backend,00011100100
navigation,11001000110
useful,10011110110
varying,10011001101
view,10011000001
needs,11011000001
cases,00110000111
service,10101111011
modify,11001110010
lead,01000111110
police,11110110001
feel,01111010110
new,11011001100
files,01111110000
enough,01101111110
external,01111001111
go,01110001010
potential,11110101001
data,00101100011
stored,10111101111
avoid,00011101011
system,10110010001
purposes,11101000010
impeded,01011100101
module,11001110011
user,10011110010
criminalaccused,00101111101
range,11101001001
applicable,00001001100
input,01011001111
various,10011001111
specific,10111001100
able,00000000011
content,00111000000
style,10110100111
user,10011110010
capable,00010000101
view,10011000001
list,01000011000
customer,00101101001
providing,11111000001
using,10011011100
defaults,00100101100
mental,11000100011
uc,10010111000
take,10110011100
unresponsive,10011101010
want,10001001010
replica,11100111101
email,01101100001
archive,00011000110
user,10011110010
shall,10101110100
x,10001100100
wcag,10001011110
lag,01000100100
mobile,11001111101
processor,11111110000
valid,10011011011
listings,01000001011
capable,00010000101
internal,01001011011
top,10010011110
needed,11011000000
system,10110010001
none,11011001011
customise,00101101110
processor,11111110000
navigation,11001000110
relevant,11100100100
monitor,11001010000
profiles,11111011100
nonexperts,11011001000
product,11111010010
without,10001111010
hit,01010010000
tbd,10110011000
shall,10101110100
change,00110011011
sufficient,10110101011
ingredients,01011011011
like,01000010100
within,10001111101
handle,01010001110
goal,01110001110
users,10011010111
potential,11110101001
affecting,00001101111
sets,10101111101
delay,00100111000
device,00100001101
user,10011110010
product,11111010010
item,01001111000
meeting,11000100100
title,10010001110
page,11010110101
processor,11111110000
hisher,01010010001
means,11000101000
post,11110111010
long,11000000001
members,11000100110
minimum,11001111010
rate,11101011000
attempted,00011010110
overall,11010101001
delivery,00100111111
high,01010010110
operate,11011100100
action,00000110011
figure,01111010001
broadcast,00010110010
security,10100100100
server,10101101000
bootstrap,00010111111
stored,10111101111
extended,01111000100
download,01100010010
dates,00100100010
suitable,10110101001
combine,00110100111
system,10110010001
system,10110010001
interest,01001001010
interfaces,01001011000
supported,10110111100
mobile,11001111101
text,10110000001
possible,11110111111
flags,01111101010
system,10110010001
processes,11111110011
cancelled,00010001111
peruser,11110001101
interfacing,01001011001
buffer,00010010111
associated,00011011110
platforms,11110010010
sdp,10100111010
provides,11111000011
navigation,11001000110
addition,00000101110
implementations,01011101101
lot,11000000100
analysis,00001011101
accessibility,00000001110
apache,00001001000
information,01011011111
well,10001010111
account,00000011010
whether,10001110001
comply,00111111011
processing,11111110001
accounts,00000011111
user,10011110010
streams,10111100110
see,10100100101
pros,11111001111
want,10001001010
data,00101100011
access,00000001101
accessible,00000001010
citizens,00110110110
attend,00011010011
schemes,10100110101
derived,00100110011
space,10111000010
member,11000100111
synchronization,10110110000
label,01000100110
assume,00011011111
shall,10101110100
division,01100011111
page,11010110101
page,11010110101
output,11010101010
features,01111010101
list,01000011000
mobile,11001111101
administrator,00001100000
android,00001011110
properties,11111001001
shall,10101110100
modules,11001110001
colours,00110101101
lag,01000100100
privileges,11111111101
focuses,01111101100
investigation,01001110000
network,11011000111
prevent,11111101100
information,01011011111
user,10011110010
unplanned,10011101110
used,10011110111
overflow,11010101000
password,11010011110
administrator,00001100000
interface,01001001000
feature,01111010100
communicate,00110100000
plays,11110010011
take,10110011100
createreadupdatedelete,00101110101
tablet,10110010101
output,11010101010
new,11011001100
product,11111010010
destination,00100011110
opening,11011101111
also,00001110001
critical,00101111110
system,10110010001
condition,00111010000
disruptions,01100001110
allows,00001110010
shall,10101110100
conflict,00111010101
network,11011000111
hardware,01010011000
access,00000001101
used,10011110111
user,10011110010
provided,11111000010
user,10011110010
operandi,11011101100
ppcast,11110101111
evidence,01101011011
using,10011011100
udp,10010101000
reach,11101011110
view,10011000001
also,00001110001
nameprize,11001001010
recirculation,11101111110
helping,01010011111
ex,01101001001
required,11100010110
occurred,11011110111
form,01111100000
none,11011001011
details,00100011001
require,11100010010
ision,01001111100
component,00111111010
tasks,10110011001
invalid,01001010001
applied,00001000111
always,00001010110
able,00000000011
case,00110000110
changes,00110011110
superket,10110111010
front,01110110111
members,11000100110
within,10001111101
userfriendly,10011010001
nonhalal,11011011011
command,00110100010
efficiencies,01100100100
measurement,11000101001
managed,11000010110
peers,11010001011
navigation,11001000110
difficult,00100000010
minimized,11001111001
shall,10101110100
evident,01101011001
storage,10111101010
similar,10101011101
box,00010110101
avoided,00011101010
access,00000001101
keywords,01001100001
want,10001001010
video,10011000011
functionally,01110010010
experience,01111000001
stream,10111100101
uc,10010111000
edit,01100101000
access,00000001101
mannerg,11000110000
management,11000010010
used,10011110111
hardware,01010011000
exceed,01101001110
user,10011110010
css,00101111011
captcha,00010000110
total,10010011111
user,10011110010
space,10111000010
recommended,11101111000
browser,00010010011
without,10001111010
textbased,10110000000
period,11010000000
requirements,11100010101
maintains,11000011011
camera,00010001001
page,11010110101
also,00001110001
details,00100011001
date,00100100001
scrolling,10100111111
form,01111100000
starting,10111110010
error,01101010011
message,11001100001
application,00001000100
ie,01010100001
stop,10111101001
broadcaster,00010110011
switch,10110110001
showing,10101010000
including,01011111101
page,11010110101
particularly,11010010101
measurement,11000101001
server,10101101000
login,01000000001
new,11011001100
groups,01010000001
communicate,00110100000
chunks,00110110011
proper,11111011000
system,10110010001
property,11111001011
interconnects,01001001110
safeguards,10100010110
name,11001001011
constantly,00111001110
resolve,11100001000
whatever,10001010010
operational,11011100010
account,00000011010
reasons,11101110011
essys,01101010101
conditions,00111010001
sensitive,10101101101
external,01111001111
internet,01001011101
need,11001000000
email,01101100001
system,10110010001
ee,01100101010
allow,00001110101
need,11001000000
exclusion,01101000100
requirements,11100010101
accessibility,00000001110
originates,11010101101
system,10110010001
within,10001111101
broadcast,00010110010
different,00100000111
must,11001011000
particular,11010010111
police,11110110001
component,00111111010
users,10011010111
users,10011010111
database,00101100001
google,01110000100
screens,10100111101
mode,11001110100
features,01111010101
educate,01100101011
wanted,10001001011
sense,10101101100
monitor,11001010000
automatically,00011111010
budget,00010010110
pages,11010110111
problems,11111110100
filter,01111110010
select,10100100010
important,01011101001
accessibility,00000001110
surety,10110110110
back,00011101100
shown,10101010001
information,01011011111
presentation,11111100110
comparing,00111100111
lag,01000100100
cross,00101111010
help,01010011010
errors,01101010010
provides,11111000011
error,01101010011
navigation,11001000110
also,00001110001
requirements,11100010101
information,01011011111
filter,01111110010
shall,10101110100
service,10101111011
using,10011011100
paths,11010011001
values,10011001011
module,11001110011
main,11000001010
perception,11010000101
warning,10001001000
automatically,00011111010
stream,10111100101
personnel,11110001100
etc,01101010100
value,10011001001
names,11001001110
deploys,00100110010
important,01011101001
within,10001111101
users,10011010111
within,10001111101
occur,11011110110
meet,11000101100
application,00001000100
rescheduling,11100011101
req,11100110000
units,10011100111
spent,10111011010
add,00000101001
delivering,00100111110
open,11011101010
warning,10001001000
feedback,01111010111
system,10110010001
resources,11100001010
times,10010001111
king,01000100000
core,00101001001
area,00011000101
addedit,00000101010
networks,11011000101
prefer,11110100010
showsup,10101010010
system,10110010001
amount,00001010101
contexts,00101000011
framework,01110101000
recognize,11101111011
evla,01101011000
isla,01001111101
use,10011110101
result,11100000000
performed,11010000010
broadcasters,00010110001
pages,11010110111
sum,10110111000
warning,10001001000
individual,01011010011
restrictions,11100000001
explicit,01111000010
defined,00100101010
lowbandwidth,11000001100
navigation,11001000110
progression,11111011010
encrypted,01101101011
shall,10101110100
backup,00011100111
display,01100001100
time,10010001101
install,01011000101
must,11001011000
browser,00010010011
system,10110010001
good,01110001100
level,01000010001
rule,10100011101
message,11001100001
used,10011110111
provide,11111000110
per,11010001100
spectra,10111001001
restaurants,11100000110
abstracts,00000000111
iso,01001111111
without,10001111010
might,11001101110
better,00010101110
containing,00111000011
feature,01111010100
wonder,10001111011
backend,00011100100
cases,00110000111
administrator,00001100000
segment,10100100111
files,01111110000
context,00101000001
viewers,10001000000
status,10111111110
correction,00101001000
cases,00110000111
flag,01111101001
execute,01101000101
nonexpected,11011001001
maintaining,11000011001
visual,10001000100
dtlssrtp,01100110110
data,00101100011
