text	class
i like the brush a lot but since returning from spain sob and the release of real techniques i started using the expert face brush for my liquid foundation and the sephora mineral powder brush sat at the back of my collection feeling unloved	0
i feel stupid and thoughtless	0
i think missy was about to abandon the project all together due to her not feeling like she had enough time but somehow i convinced her to come and finish up the last few songs we needed to have enough material for a full length	1
im not a huge history buff but i do feel emotional when i think of my great uncle	0
i am feeling very restless irritable and discontent	0
i supposed to feel reassured that koyama was the one that answered	1
i would imagine someone to have achieved much more yet i feel no desire to reach out towards the greedy hands and caretakers and give them my sand from the hourglass of mine	0
at a certain situation i felt myself neglected and undeservedly harmed	0
i feel like the apothecary in romeo and juliet an unfortunate comparison perhaps	0
i hope that by telling them ill find out more about who i am how i got to this place in time and not feel so lost and alone	0
i knew then what it was like to feel heartbroken	0
i feel those artistic yearnings in my music and i know that if i was to provide for a family and couldnt do so with the gift god has given me it would be very very hard	1
i think this feeling is fro trusting in god and sometimes its just apathy	1
im starting to learn that feeling awkward isnt such a bad thing and feeling awkward isnt some sort of social disorder	0
i feel pretty jolly	1
i truly feel but its somehow not enough for me to hate him or to get mad	0
i want to feel affectionate	1
i feel sad for her	0
i feel terribly like cassandra locking myself in attics and barns to write in beloved journals warmed by my ginger cat mine huckleberry and hers abelard	1
i can feel your heartbeat with each desire longing to be core to core centered and totally together	1
im not sure that feeling slightly wronged by the police the sheriff or the tsa is always a bad thing	0
i suppose most of my writing emerges out of some feeling of emotional urgency so there is usually a sense of darkness	0
i woke up feeling pretty rotten from the weekend this morning even though yesterday i felt fine	0
i will feel as though that time has come in vain	0
i feel incredibly relieved	1
i feel so cool cool cool cool cool girl i feel so cool cool cool cool cool girl	1
ive been feeling a little stupid because i dont know how	0
im so tired and heavy all the time its a familiar feeling though not a pleasant one	1
i noted that the instructions suggested youd need people so i was feeling pretty smug that id managed it alone	1
i was beginning to feel anxious about it and i asked him to help me out	0
i have already said i am one of many feeling threatened and attacked by the government and media of today and have had to look outside my own small life	0
i feel that the most talented of illustrators designers are ones that know how to get an idea across without the trappings of crosshatching and lensflares on everything	1
i feel distanced from her and ever so unimportant shh but bah	0
i tend to keep my mouth shut because im not well enough informed but when it comes to public education i can speak what i feel because thats one topic im passionate about and do my best to keep up with	1
im feeling a bit uncertain its comforting to me to draw these trusty old louche animals	0
i feel very excited after my graduated what kind of lifestyle well have at the same time cafe are going to open but not that soon and we have to think about before a coffee shop what job we have to work as well to me i already fixed and i think youll be soon too	1
i was terrified that the revelation of my feelings would drive him away though he reassured me it wouldn t	1
ive used before and it smells a bit floral which isnt my cup of tea however it feels lovely on and makes my face feel soft and smooth like its been polished	1
i hate being so hungry and weak that i feel stubborn and dont want to do anything productive	0
i had not yet gotten married and that coupled with the pressures of being a senior pastor coupled with the reality of my glaring inexperience made me feel quite stressed	0
i feel very peaceful about the whole situation	1
i want to feel your sweet embrace but dont take that paper bag off your face i love your smile face and eyes damn im good at telling lies	1
i should be able to head shot someone at the other end of a football field because i feel threatened by them	0
i feel lonely i reach out and call my sister or my mom but neither one was available	0
i feel ugly he can smile at me with this look in his eye and i know that not only does he love me but he is still in love with me	0
i started to feel cranky and tired up until i resupplied with these vitamins	0
i mean think about how that would feel that would be stupid embarrassing	0
i feel so virtuous having made this for dinner tonight	1
id been feeling so smug about not catching what had been going around	1
i feel like thats not useful or fun at all so i will replace those exotic icons with a destroyer	1
i could say that will make anyone feel better than actually reaching their goal themselves	1
i mean think about how that would feel that would be stupid embarrassing	0
i feel so determined this time and i say this time because i have tried every diet under the sun	1
i feel a recipe is only a theme which an intelligent cook can play each time with a variation	1
i feel like we all have somehow convinced ourselves that these really pointless events somehow mean everything to us	1
i feel so happy when i eat something that i know i started from seed and cared for along the way	1
i am feeling cranky or not cooperative i should be allowed to sleep or relax and if i am not given this opportunity it s not my fault if i body slam my bosses or harass museum visitors	0
i feel a little foolish for ever having left duluth	0
im feeling a bit apprehensive about it as i dont know if my little note cards will stand out from the mass of talent on etsy	0
i have gone to kitoben and worked with the children and on the playground i feel very joyful to be able to be working for others	1
i also feel your hot body against mine	1
i would hate to be bit imagine if the secretary is feeling irritable that day eh	0
ive been cleaning the apartment trying to get life back in order after vacation and holiday mayhem and instead of feeling grumpy about it like i usually would i am feeling overwhelmingly blessed	0
i realised something was wrong when i started to feel everyone hated me and was saying things about me and only wanted to talk to me because they pitied me	0
i feel incredibly sarcastic right now	0
i come home i am usually feel drained and exhausted	0
im drunk for example i feel a lot less shy about speaking in a foreign language that i havent yet totally mastered	0
i feel so appreciative to the owners of this cafe	1
i am not able to show that directly and so i feel suffocated and irritated	0
i thought breaking up with my best friend of years would make me bitter and feel hateful towards her	0
i dont have much art online that i feel properly represents my skillz an unfortunate scenario i know	0
i don t dispute that the theory has some applications i just feel that it is universalized too often and is especially abused in a culture that is accustomed to being able to control circumstances and produce a desired outcome hmmm what culture could i be referring to	0
im really feeling skeptical about clinique products	0
i guess the mild pain had made me feel even more impatient to just get on with it	0
i feel so often when i roll through my beloved new york that so little is done for so many if i start to write about race colour religion and sexual preference and gender identity my readers will say hey mia what s up are you confused	1
i would probably feel much less exhausted if i had a husband who was able to come home after work and contribute to the parenting and household tasks	0
i am tired of feeling unloved undesired unappreciated and unsupported	0
i don t know how i feel about today because part of me is convinced that i am making this so much more difficult than it actually is or as mehow casually remarks in the april infield insider getting out of the box you are in that was never there in the first place	1
i remember feeling so lonely as a child in my room even though i had a lot of toys to keep me occupied	0
i feel like i m being tortured for government secrets i don t know anything	0
i also were able to get appointment with the osteopath on the which is freaking awesome as it feels like i am caring a boulder in my stomach	1
i feel really pumped and also am eager to try hiit high intensity interval training thanks to my new friend sarah	1
i wake up it hurts knowing that i could have ever possibly done anything to hurt this person to ever make him feel pain or lack of trusting	1
i didnt feel the cold up there because we had a fire every night	0
i feel too selfish to talk about you to anyone else thyroid for i do not want them to think i am just dramatic and whiny when really it is just hard for them to understand that yes someone can look fine and still feel terrible	0
i never thought i could feel thankful for such an awful thing but i am for making me stronger even as my husband gets weaker	1
i could almost feel it as the flames singed and tortured her frail delicate body leaving nothing behind but a foul smelling concoction of wood and burnt flesh	0
i feel gracious for the opportunity to make a difference	1
i hate these feelings of not being complacent	1
i al feeling rather agitated and i am not totally sure where it is coming from	0
i feel weepy and that makes me want to avoid people so i dont freak them out	0
i really feel rotten and my ear hurts so bad but i still managed to work out days and really push the intensity	0
i and most women don t feel particularly burdened by taking the pill there is some unfairness to it	0
i guess only my wife can really know for sure but i feel at least a little bit less selfish since being married	0
i drove home i was aware of feeling not like myself and then she called to ask if i was ok	1
i feel the delicious heat rising in me again begging for release but i try to stave it off	1
i shared with a trusted friend how i am feeling towards another respected friend	1
ive been taking to stop the bleeding in my guts has left me feeling far more irritable and violent than usual	0
i feel in my belly perfect two you can be the butterflies i a class imagebox href http s	1
i can t help but feeling weird when opening every closet in an apartment that somebody s still living in so i didn t	0
i dont know why i feel joyful that people went to my blog today and saw one of the entries	1
i feel and im irritated by it	0
i have trouble not focusing on it not feeling it all throughout the day because i know he s suffering and i know my mom is suffering in a whole other way	0
i feel like i could have treasured the time we had together more like i could have made more of an effort to see you talk to you	1
i didn t feel too hot from the swim	1
i drove home i was aware of feeling not like myself and then she called to ask if i was ok	1
i make an effort to ask jason s friends questions and include them in the conversation and it makes me feel like a considerate person a feeling i don t get often	1
i express that same feeling im homophobic boring or in denial	0
i am back in the shire and although it is lovely to be reunited with fields once more i am feeling a bit restless and missing london life	0
i feel sorry for people who work in capital intensive fields posted on a href http zackmdavis	0
i do at times feel complacent with my life as is	1
i have to admit i am feeling a bit intimidated by the challenge of	0
i feel like a lot of teenagers including myself feel like this around their parents but with colby it s amplified because she knows how important her dad s job is and she feels like she can t protest how much time he spends doing it	1
i feel irritable as well	0
i have trouble not focusing on it not feeling it all throughout the day because i know he s suffering and i know my mom is suffering in a whole other way	0
i feel that this was their mistake and they are just being rude	0
i feel like strangling horny bastards schools people for banging our boats and not even syaing sorry	1
i dont sleep more and i am still waking a am but what this does is help me get off to sleep quicker and i feel like i am going into a deeper more relaxed sleep	1
i remember feeling very very violent and very disgusted the oscar winner tells access hollywood	0
i felt so sick watching and feeling helpless	0
i recall feeling so welcomed that we returned to woodstock a few months later for a white thanksgiving	1
i didnt feel like i was respected	1
i get the feeling he is a lovely guy and i m very happy to see him do so well at atletico	1
i feel like ya allah im scared puff it was fun man then id an idea	0
i feel the sweet red leaves	1
i am feeling sorry for myself because someone made fun of my outfit	0
i and fans cheering for penn state made me feel such a strong sense of belonging to the penn state family	1
i get older i desire to find creative ways to continue to be a dancer because i feel like the time when the body stops reacting and responding to dance is the time when the artistic level is honed in a really great way	1
i hate feeling indecisive because im being negative right now and i dont know what i want	0
i feel as though there has been some divine intervention on my behalf	1
i like the person i have become because i feel so much more carefree and liberated but at the same time i dont recognize myself	1
i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn	1
i feel so worthless and ugly a href http afaerytaleinmakebelieve	0
i feel helpless and depending on the people closest to you	0
i cant really describe the feeling that i have except to say that i am incredibly burdened	0
i get lots of praises i feel proud sometimes	1
i feel sorry for you guys	0
i was sick with a cold amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot	1
i feel more than ever that the computers i pour code and art into are extensions of myself and thats pretty goddamned cool in my book but i am hopelessly romantic about creativity and prone to fits of stereotypical artist bullshit so grain of salt	1
i got a handle on the story and it actually started to get a feel and shape that i liked	1
i feel devastated that this occured but it was for a good cause hopefully no more dogs run around acting like that so they too dont get shot down	0
ive been feeling disheartened by the young adult genre after quite a few badly written novels but this one has restored my spirit and captured my heart	0
i teared up already i felt so stressed out and i havent been telling anyone or showing much how i feel and how stressed out i am about school	0
ive been feeling lately that i am much less likeable than i used to be	1
i did not want to feel discouraged looking at a gain	0
i feel like we rushed through this weekend	0
i feel there is going to be a sequel and i would have liked to have had the closure of this book ending	1
i feel so all alone no ones gonna fix me when im broke how do you cry with inanimate eyes	0
i feel sure that this will be a night to remember	1
i always feel afraid of telling people because i dont want them to see me differently my self image is very poor and i dont want to transcribe that onto them	0
i am feeling a little stressed as aaron has friends over for a sleep over	0
i admire athleticism i feel like i would be more entertained if i got to watch severely out of shape people participate in olympic events	1
i feel god can be humorous and creative and just so awesome	1
i have a few favourites of my own but the choice of book is up to you or you can have a dvd if you are us or uk im feeling generous so the limit is up to which is about something like that	1
ive predicted angle to win and im feeling slightly less grumpy than when i wrote that lets say that gallows wins clean here to keep things tight	0
i feel like im rotten and empty inside	0
i feel like i hated them when we argue	0
i still feel sleep deprived she is almost sleeping through the night giving us	0
i feel almost virtuous almost as though ive rejected being tethered to material goods but of course i still have two suitcases full of cashmere sweaters and rainboots	1
i didn t feel rushed to finish millions of things and i was able to focus on each task separately	0
i feel like a fake a fraud a hypocrite	0
im feeling surprisingly blank about the whole thing not good not bad not happy not sad	0
i feel when my socks bunch up under my feet that it makes me cranky and liable to bite someone s head off for saying hello	0
i couldnt help feeling shamed that we didnt take care of him sooner but who would have ever guessed	0
i feel honored to take part in the upcoming sight amp sound greatest film poll	1
i am feeling like a delicate wee flower and have given myself permission to lay around drinking tea and eating cream buns and reveling in my passion for poetry	1
i do not know how to feel my hearts aching sadness over the loss of those good and kind people and all the other connected losses a href http	0
i feel like i would have more direction that i would still feel innocent	1
i suddenly feel that this is more than a sweet love song that every girls could sing in front of their boyfriends	1
i feel like i lack any real knowledge or skill that would make my photos turn out well more consistently	1
i feel slightly naughty holding this cd seeing as it doesnt officially release until tuesday	1
i was left feeling foolish all alone in the rain	0
i think for myself i feel everyone is greedy but in their own little ways whether that is going for the good or bad way thats another issue because usually you link both together but right now im trying to separate both issue separately so we can see the sole topic more cleary	0
i am so proud of him and who he has become and i feel privileged to call him brother	1
i could genuinely connect and enjoy instead of withdrawing and feeling resentful	0
i have carried around an audre lorde quote that i often refer to when i am feeling fearful or uncertain about things when i dare to be powerful to use my strength in the service of my vision then it becomes less and less important whether i am afraid	0
i feel fearful of being near them	0
when the paramilitary was sent to the unza and it started using tear gas and started intimidating the students without any provocation	0
i feel im pretty spot on in this instance but im just guessing	1
i think she had more fun than she thought she would have granted we do feel like we are suffering a bit with the food and detoxing but at the same time we feel like we are finally making serious changes to be healthy and that alone is a really awesome feeling	0
i feeling so low now	0
i work for a company that makes me feel valued even if the work i do is miniscule i feel as though i am an integral part of their operation	1
i didnt feel as isolated from the world as i did during last years holidays	0
im pretty sure everyone left feeling festive	1
i can walk down another street and stop feeling helpless and hopeless	0
i cant explain how proud of him i am and the feeling of seeing him so determined each time to win	1
i feel like i ought to apologise for my unfortunate decline in writing standards over the past couple of weeks	0
i guess i feel irritated when great music gets ignored even if it is necessary	0
i feel kinda dirty like i need to shower	0
i feel it is unfortunate that in the end my year old will hate her father unless he ceases to use his daughter as a pawn to impress these women while she s still young enough to not realize what is really going on	0
i know i have my family and friends and god but some point in your life in my life i want to feel romantic love again	1
i don t feel stressed	0
i feel a radiant and grounded presence of truth beauty and goodness	1
i feel and oh how my heart broke	0
i want someone i know to know all my thoughts and feelings or do i want to keep all my loyal and faithful readers	1
i feel unwelcome in my own country	0
i think about it more i have been feeling symptoms of a cold and headaches for the last couple days	0
i have a hard time putting into words how good it feels to spend an hour serving as a friendly face to people who are oftentimes unable to leave home without the help of others	1
i feel so profoundly blessed to finally be in a good place of life to be at peace to know what i would want in a husband and to be able to recognize it quickly	1
im looking forward to seeing familiar faces again saying thank you and importantly staying connected in many of the wonderful ways that make a craftisan feel like its not such an isolated life after all	0
i could have possibly forgotten that would make me feel as idiotic as last years whole forgot to pack shirts thing did	0
i need a little pick me up so sue me if a sparkly lighted tree makes me feel better	1
i was talking to elder ditlevsen the other day about my plans at college and things and how you guys were all way excited for me to get back and he told me that he remembered feeling a little nervous as a parent	0
i began feeling a bit melancholy until my friend saba called asking to meet me up before waleeds birthday	0
i feel shaky dizzy and my stomach starts to hurt if i miss a meal	0
i don t feel hopeless or depressed	0
i feel awful for so but he has to know im not lying about what the kid does sometimes if hell stoop to pending on himself	0
im feeling pretty determined right now i just have to keep my determination flowing from now on	1
i feel assured the world around me seems brighter	1
i feel like a frightened little child more than anyone could ever know	0
i was really surprised by how much i like this moisturizer it smells really good and feels amazing on the skin	1
i got the feeling that the person on the other end hated me	0
i use it all over my face and sometimes my neck if i m feeling generous	1
i am feeling much more myself again now and i would like to say thank you to everyone for the lovely get well wishes your lovely comments always mean so much to me	1
ive posted a blog and i feel like thats unfortunate	0
i feel nothing he replies suddenly relaxed	1
i know it signifies him feeling not dangerous secure and relaxed so i don t guess it is causing him any undue stress	0
i feel like there must be more to life than this and i m afraid there isn t	0
i was told to do it continues and the fact i feel fear frightened correction terrified of what is next	0
i feel like its flying by and im afraid im going to miss something	0
i do occassionally miss wearing regular earrings but i feel like my plugs have just become such a vital part of who i am that probably sounds so silly and youre rolling your eyes at me now haha	1
i feel like im falling out of love with him in a way and not in a romantic sense	1
i feel that in a there is a sense of kenya openly interacting supporting shiraishi instead of just happening to pat shiraishi on the shoulder	1
im feeling selfish enough to start this lovely scarf for myself	0
i feel accepted as long as i am real and am not pious uppity and religious for the sake of religion	1
i think im just being stupid feeling nervous	0
i always loved the blue angels and i feel so privileged and proud to be a blue angel burmeister said	1
my girlfriend who had spent months abroad broke off our relationship by letter	0
i always have been when im not feeling sociable extreme or the other	1
i also feel extremely blessed to be marrying into such a loving family	1
i feel a little jaded after the banking crisis but i will vote labour and hope for the best	0
i feel virtuous for a few seconds when i reflect that i did spend something when i went to the swimming pool working towards personal fitness yes	1
i attempt to convince others of what they should think and how they truly feel i become a title resentful href http en	0
ive been feeling wonderful and am now enjoying little karate chops inside my abdomen on a regular basis that make my heart spin circles of joy	1
i feel pretty blank right now and thats good	0
i wasnt feeling when i got on board but its really not pleasant	1
i feel today is any indication of the next week its doubtful that there will be much energy left for more than a low key new years eve party	0
i totally laughed out loud at the first statement and then the second statement made me feel kind of sad	0
i took a little liberty here artistic license perhaps and went with a festive feeling for these as well	1
i come out of the cinema feeling like a giggly schoolgirl	1
i was almost in a state of panic because i just feel like im not trusting people right now	1
i feel as though this class will still be useful because in the end when owning a business you have to spread the word of what your business is about and trying to sell or get done	1
i feel like staying in a barn so carefree	1
i personally don t think a cavalier should be trimmed i feel it spoils the look of this breed especially when it has such a gorgeous full coat	1
i feel thoroughly unwelcome at this school and there are individual people who are clearly deeply moved by my work and my choices	0
i think i m still feeling tender	1
i feel privileged and honored to attend ptk international convention where i got the opportunity to represent my college along with my other five members	1
i do these days that makes me feel a little uncertain about the future the pressures that pierce me deep the feeling of being completely isolated from the world i used to glory in and all the thrills that go with it	0
i didnt really want to talk about it with anyone because its kind of selfish and i feel that id rather ignore it than to be selfish about it	0
i am wondering if i am feeling brave enough to make them for gifts	1
i didnt feel discouraged or depressed though there are always challenges to be sure	0
i have become more and more concerned not only for my own future daughters but for all the girls who are out there currently trying to feel accepted by the worlds standards	1
i returned home feeling invigorated and wanting more	1
i feel a little discouraged here	0
i give off a different feel im carefree	1
i seem to have lost all sense of direction and feel doomed to get a crappy education and a dead end job when i used to feel destined to shine	0
i end the day feeling hopeful and relaxed	1
i would then plunge into the icy depths feeling invigorated and invincible	1
i feel smart intelligent and then i look at somebody with a masters degree and it all crumbles inside	1
i asked them to join me in creating a world where all year old girls could grow up feeling hopeful and powerful	1
i feel a bit more loving energy inside connecting with you	1
i feel like a child with a most delicious treat while drinking it	1
im kind of at a stage whereby im feeling disillusioned about being myself	0
im tired but i feel fabulous and i am so freaking proud of myself at this moment for continuing to push myself to train and to get so far out of my comfort zone	1
i called animesh told him my feelings he was very supportive	1
i cant quite put my finger on it yet the reason why i feel so listless	0
i just got home from a dinner with the barcial it was fun but it made feel so gloomy	0
i just feel like a very successful year old	1
im not as mad and upset as i was on day but i feel scared now	0
i do not know how to feel my hearts aching sadness over the loss of those good and kind people and all the other connected losses a href http	0
ive had a few moments the past couple of days were i feel so restless like i need to be moving around constantly	0
i can tell you the things i don t feel that maybe i should be feeling but i can t really put my finger on the cause of my being shaken	0
i just feeling particularly nostalgic that day	1
ive been experimenting with lemony cakes and after several tests i feel i must share with you the recipe for this lemon and vanilla buttermilk cake because it is utterly delicious	1
i feel like at the moment with all the things to do and worry about and organise and because he is so supportive i have let myself forget to give him the attention he deserves	1
i feel positively ashamed when i look out of the window and see the state of things	0
i still feel brave when i walk into the saudi perfume scented terminal at dulles where my flight will leave from in an hour	1
i don t feel gloomy about it despite losing my journalism gig last march	0
i feel helpless powerless and out of control	0
i looked down and feasted on the view of my own legs and knees and memorized the feel of the cars gentle rocking	1
i always jumble words and letters and i feel like the inhalers i took back in college are the culprit for my brain being permanently damaged	0
i really didn t know what i was feeling my mind was blank i was confused and numb	0
i am way behind with my work on the fantasy novel and i feel very frustrated	0
i read her novels to make me feel relaxed	1
i have been home for days now and am in a space that i feel comfortable and comforted in	1
i am not amazing or great at photography but i feel passionate about it	1
i must admit to my feelings of positive jealousy at times when i see their success	1
i feel punished by my parents	0
i have some vague feeling anyway that it will probably be useful to us and if not then i could turn it into something useful	1
i feel like my trust is being abused the less i feel like theres a future for us	0
i use this day and night and sometimes when i feel my face is really dirty ill use this img height id irc mi src http c	0
i have carried around an audre lorde quote that i often refer to when i am feeling fearful or uncertain about things when i dare to be powerful to use my strength in the service of my vision then it becomes less and less important whether i am afraid	0
i feel assaulted the new kid whined	0
i am sick of you feeling sad and upset so lets do angry because angry i can handle	0
i feel rich in it	1
i was feeling good until i saw the flop	1
i miss feeling like i hated you	0
i started feeling joyful again i could push those comments out of my heart and live joyfully again	1
i am by no means very claustrophobic when crunched up like that i can t help but feel a little agitated	0
i did not however feel like the teachers guide was useful after about the first month	1
i feel naughty just being this girls friend	1
i feel drained after being out and about even if ive enjoyed myself	0
i feel the self pressured expectation to keep up to date with our family events so in order to assuage the guilt here we go	0
i would just outright tell you what the girl book is about but i feel like you guys are so smart and so clever youve probably already formed some sort of idea of the themes and ideas this book is wrapped around	1
i didnt feel so hot	1
i am suddenly feeling very energetic	1
i feel like the cabbage potatoes and venison were components of a rich stew and the pomegranate seeds were meant to cut through the thick oiliness of the rest of the dish	1
i feel reassured and i feel a secret pleasure in the feeling buried deep in my pocket	1
i know and i feel that its time to wake up to be brave to change my perspective	1
i feel heartless now feeling bored and not believe in love anymore	0
i feel why i am not strong enough to let their negative thoughts and feeling not effect me	1
i am hating myself at the moment because i feel so hateful to another person	0
im facing the consequences of my little fall yesterday all day and night yesterday i could feel every little muscle in my back slowly knotting up in protest at the unkind treatment they have received	0
i feel thrilled to be able to investigate my own personal mythology around this subject	1
i try explaining my feelings and someone dismisses them blindly i feel frustrated and disinterested in discussing my opinions because they cannot put themselves in my place and know what i have experienced by living there	0
i guess ill just feel awkward with him for a while till i get over shit	0
i feel smart and i want to show it off	1
i am feeling a little weird as i compare this big old number with how young insecure childlike playful silly i feel inside	0
i continue to explore these sites i feel like they would be more useful in an industry which requires to maintain contact	1
i am feeling thankful for warm sunshine crisp autumn air and bright fall colors	1
i wish i had the week off too i feel like a mellow week of tidying and cleaning watching old movies and daytime tv with them	1
i want every woman to feel the kind of love from god that sheri shares in her letters from the king and i am positive that she does too	1
i had it in my head as it relates to the workplace because i had just been irritable to someone a tiny bit lower in status than myself in response to someone who is higher than me making me feel momentarily pressured	0
i feel like time is precious so they were dead on with saying i would be interested in time saving devices i m always looking to save time	1
i feel ugly he can smile at me with this look in his eye and i know that not only does he love me but he is still in love with me	0
i feel agitated annoyed and i see feel the darkness everywhere	0
i am here to update my blog just found out that my blog looks feels dull when there are no updates	0
i sink into the deep sofa and feel safe surrounded by everything i have known for so long walls choc a bloc with paintings hundreds of art books to dip in and out of	1
i can t wait to get it over with i m not feeling stressed but absolutely hating studying	0
ive been feeling like i cant put a lot into this because hes not caring about it anyway	1
i feel privileged to have the earthly father that i have but a far greater privilege is gods willingness to be my father	1
i feel and i dont need some dumb reason to legitimize or excuse the way im feeling	0
i feel like i get blamed for all his stress sometimes	0
i was feeling all hot and sweaty from dance rehearsals and not looking my best to greet a man as per the guides i now read obsessively but exceptions must be made and i wasn t expecting this	1
im feeling uncharacteristically gloomy	0
i use an elevated lexicon to feel more intelligent	1
i constantly feel lied to and wronged by them i love these people to death	0
i started sewing more garments i feel like so many popular clothing brands are so cheaply made	1
i can go on not saying anything and feeling petty but it seems that this load is gettin heavy	0
i feel so dumb talking about this i feel like a whiny emo teenager who has so many problems and who is far too in love with her temporary boyfriend	0
im feeling alot less grouchy and lonely today	0
im still feeling annoyed though	0
i try not to care when hes with his party friends especially since he doesnt usually take me and i feel like hes embarrassed of me or doesnt want to deal with me on his night of fun and glory of being cool	0
ive been feeling reluctant intermittent and lacklustre to pen my thoughts down	0
when i learnt that i had been admitted to the university	1
i don t really feel like doing much but maybe something gentle	1
i know i have been affected by it and the importance of beauty is embedded so deeply in me that i don t think i will ever stop feeling inadequate in some ways for not measuring up to society s narrow and unattainable view of beauty	0
i would feel so devastated that every channel i click on the the tv was another sport event or maybe the same sport event but in different language	0
i wonder if this is just my bias from the fact that im doing a bible themed anthology and i feel like my intelligence is being insulted	0
i recommend the jasmine green tea teapot service but didn t feel like having a cheese and tomato sandwich pretzel or donut though i could probably be convinced img src http s	1
i know when i have had a crappy day and didn t feel productive i feel lousy and sleepy in the evening	1
i feel it is worthwhile to document it for people who are not familiar with batch files	1
i am feeling like painting tonight and simply being creative	1
i feel like that s because i didn t grow up in cliques at school like in movies there s the popular girl	1
i predict that i have and what it takes to deal with a situation i feel safe	1
i do not like exposing myself because i end up feeling vulnerable	0
im feeling quite disillusioned about my weighins	0
i just feel really lame	0
i worry about all of the time ive been spending on the computer and about how i feel so distracted by the party	0
i dont know what guys could be doing doused in pain unless he brought a freind into it asasoulawakens i feeli am pretty loyal as part as shoots go	1
i didn t know it was possible to feel more terrified	0
i love those cars and i feel that my second attempt at owning one will be a pleasant one	1
i somehow feel distraught and hopeless	0
i really enjoyed feeling that i was not alone	0
i know feel a sense of responsibility toward those whose family and homes were devastated by hurricane katrina	0
i also have the feeling i need a very relaxed practice today	1
i listen to people explain their frustrations with dating or how they re feeling rejected after a possible date didn t materialise or not getting pas	0
i hate feeling indecisive because im being negative right now and i dont know what i want	0
i designed the retirement detox course for all those people who are maybe feeling a little disillusioned with retirement and are wondering is this all there is then	0
im always open to suggestions so please feel free to email me	1
i am feeling a bit nostalgic so decided to take a tour through my memory lane	1
i really feel like there s a talented artist buried somewhere inside of ethan	1
i have a feeling this is going to be really long and obnoxious	0
i don t think there s a woman around who hasn t felt the angst rosa feels as she deals with the death of her beloved aunt the chasm between her and her father	1
i feel a timid six other times a wise sixty six	0
i feel romantic and passionate toward my partner	1
i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx	1
i often feel like im drowning as i try to come up with valuable content and write engaging posts	1
i appreciate when i open up to the universe and i feel and receive gentle nudges both through small happenstances and clues that present themselves and also through dreams	1
i keep feeling like i m reaching him this last time i was so convinced that he was there that he was responding that he was listening to me but every time it just seems to all come crashing down again	1
i feel fearful of how this sensitive non confrontational driven girl will thrive as an executive in the corporate world	0
i feel very fond of my pinky kids	1
i feel like i cant handle this deployment or that i am miserable	0
i wonder if they ever feel any pain or sadness because they always seem lively	1
i enjoy my life and wish to help as many people as possible to feel fabulous about themselves but i can only show the way	1
i think its safe to say we were a learning experience for one another and i honestly have nothing but positive feelings and fond memories for you	1
i was not feeling so nervous because she seemed so calm and collected	0
i spread my arms wide feeling the cold wind rushing past me feeling the rain hitting me and	0
i am extremely blessed and have a wonderful life but i am often guilty of feeling envious and upset when someone has more blessings special recognition or appears to have it better than i do	0
we had come back from a programme and we were all three girls staying over at another girls placce one of them started passing very nasty and outright bitchy remarks at me it was brought on by a male colleagues compliments to me	0
i was supremely happy i hear the first few notes or bars of the song and i feel the emotions and smell the fragrance of that happy time	1
i feel like being sociable having someone over or going out and chilling somewhere	1
i began having them several times a week feeling tortured by the hallucinations moving people and figures sounds and vibrations	0
i feel more appreciative than worthlessness	1
i feel pretty beaten	0
i feel bad about being depressed because theres still a part of me that wants to believe that i can think my way out of this then i feel bad about wanting to starve so i do the opposite	0
i am reliving all of the feelings of being rejected less than and not good enough from years ago	0
i was driving i feel so contented after sadhana so fulfilled	1
i spray it all over my body during afternoons to beat the heat because its refreshing doesnt sting unlike regular baby colognes and the fresh scent is very energizing just the thing i need to keep me from feeling drained and lazy in this intense heat	0
i feel like i am living without my apendages and all vital organs	1
i feel extremely jealous when ranbir works with other directors ayan mukerji filmfare	0
i really dont feel very sociable in that bar anymore	1
when a friend of mine keeps telling me morbid things that happened to his dog	0
i feel it captures the peaceful serenity which is so relaxing and inviting here in pines lake	1
im feeling generous ahahahaha im so morbidly funny	1
i got this very sexy latex outfit from their lucky chair it made me feel very naughty the hair is called hungover and it is free by a href https marketplace	1
i would like to take this opportunity to say how amazing his family are all of them made me feel welcomed and if i have children who are half as lovely as the children who were sat on my table i would very happy	1
ive been feeling a little homesick these days a usual thing around holidays but have been bringing some things from home into our celebrations here to ease the feeling of being far away	0
i also love seeing a star emerge and i feel like in a few years everyone is gonna know and i can be one of those people who says obnoxious things like bah	0
i email or try to communicate in any capacity even if it s to go tell me to go pound sand feeling respected and loved is something that doesn t happen a whole lot in my life right now	1
i feel the moment that i know im real they judge without supporting facts ive cut there is no going back	1
i had a recent pang of feeling ugly and that i was a failure in some way	0
i can feel my ovaries aching talking to me as i like to put it	0
i feel so bitchy and mean and terrible	0
i struggled with feeling like myself because myself liked bands and the s and david hockney and photography and collecting things and no body really understood those things because no body does understand you when you re	1
i often refer to myself as being weak im not sure what i mean exactly when i say it but i do know that when i reflect on the past two years i feel strong strong and accomplished	1
