X_text,X_emb,y_text,y_emb
expected display,0111100000001100001100,display characteristics,0110000110000110010100
display characteristics,0110000110000110010100,characteristics spatial,0011001010010111000111
characteristics spatial,0011001010010111000111,spatial arrangement,1011100011100011001110
iso shall,0100111111110101110100,shall consulted,1010111010000111000111
shall consulted,1010111010000111000111,consulted screen,0011100011110100111100
consulted screen,0011100011110100111100,screen text,1010011110010110000001
screen text,1010011110010110000001,text legibility,1011000000101000110111
text legibility,1011000000101000110111,legibility requirements,0100011011111100010101
distinguishable withinpage,0110000100010001111111,withinpage links,1000111111101000011001
withinpage links,1000111111101000011001,links withinpage,0100001100110001111111
links withinpage,0100001100110001111111,withinpage links,1000111111101000011001
withinpage links,1000111111101000011001,links clearly,0100001100100110110101
links clearly,0100001100100110110101,clearly distinguishable,0011011010101100001000
clearly distinguishable,0011011010101100001000,distinguishable links,0110000100001000011001
distinguishable links,0110000100001000011001,links lead,0100001100101000111110
links lead,0100001100101000111110,lead different,0100011111000100000111
lead different,0100011111000100000111,different page,0010000011111010110101
withinpage links,1000111111101000011001,links shown,0100001100110101010001
links shown,0100001100110101010001,shown dashed,1010101000100101100110
shown dashed,1010101000100101100110,dashed rather,0010110011011101011011
dashed rather,0010110011011101011011,rather solid,1110101101110101000001
rather solid,1110101101110101000001,solid underlines,1010100000110010100111
avoiding link,0001110111001000011010,link overload,0100001101011010111011
link overload,0100001101011010111011,overload text,1101011101110110000001
overload text,1101011101110110000001,text pages,1011000000111010110111
text pages,1011000000111010110111,pages containing,1101011011100111000011
pages containing,1101011011100111000011,containing large,0011100001101000101011
containing large,0011100001101000101011,large proportions,0100010101111111001010
large proportions,0100010101111111001010,proportions links,1111100101001000011001
formatted presence,0111010001111111100011,presence links,1111110001101000011001
presence links,1111110001101000011001,links impede,0100001100101011100111
links impede,0100001100101011100111,impede readability,0101110011111101010100
impede readability,0101110011111101010100,readability text,1110101010010110000001
using familiar,1001101110001111011110,familiar terminology,0111101111010110000111
familiar terminology,0111101111010110000111,terminology navigation,1011000011111001000110
terminology navigation,1011000011111001000110,navigation links,1100100011001000011001
navigation links,1100100011001000011001,links navigation,0100001100111001000110
links navigation,0100001100111001000110,navigation links,1100100011001000011001
navigation links,1100100011001000011001,links particularly,0100001100111010010101
links particularly,0100001100111010010101,particularly links,1101001010101000011001
particularly links,1101001010101000011001,links representing,0100001100111100110001
links representing,0100001100111100110001,representing main,1110011000111000001010
representing main,1110011000111000001010,main navigation,1100000101011001000110
main navigation,1100000101011001000110,navigation structure,1100100011010110100000
navigation structure,1100100011010110100000,structure labelled,1011010000001000100111
structure labelled,1011010000001000100111,labelled terms,0100010011110110000110
labelled terms,0100010011110110000110,terms familiar,1011000011001111011110
terms familiar,1011000011001111011110,familiar user,0111101111010011110010
familiar user,0111101111010011110010,user based,1001111001000010100000
user based,1001111001000010100000,based hisher,0001010000001010010001
based hisher,0001010000001010010001,hisher general,0101001000101110011100
hisher general,0101001000101110011100,general knowledge,0111001110001000100011
general knowledge,0111001110001000100011,knowledge prior,0100010001111111111001
knowledge prior,0100010001111111111001,prior experience,1111111100101111000001
prior experience,1111111100101111000001,experience application,0111100000100001000100
experience application,0111100000100001000100,application domain,0000100010001100010111
application domain,0000100010001100010111,domain experience,0110001011101111000001
domain experience,0110001011101111000001,experience using,0111100000110011011100
experience using,0111100000110011011100,using systems,1001101110010110010010
using descriptive,1001101110000100010010,descriptive link,0010001001001000011010
descriptive link,0010001001001000011010,link labels,0100001101001000100101
link labels,0100001101001000100101,labels target,0100010010110110011010
labels target,0100010010110110011010,target purpose,1011001101011101000011
target purpose,1011001101011101000011,purpose link,1110100001101000011010
purpose link,1110100001101000011010,link directly,0100001101000100000000
link directly,0100001101000100000000,directly indicated,0010000000001011110000
directly indicated,0010000000001011110000,indicated label,0101111000001000100110
indicated label,0101111000001000100110,label avoiding,0100010011000011101110
label avoiding,0100010011000011101110,avoiding generic,0001110111001110011010
avoiding generic,0001110111001110011010,generic labels,0111001101001000100101
generic labels,0111001101001000100101,labels go,0100010010101110001010
labels go,0100010010101110001010,go click,0111000101000110110100
go click,0111000101000110110100,click except,0011011010001101001111
click except,0011011010001101001111,except purpose,0110100111111101000011
except purpose,0110100111111101000011,purpose link,1110100001101000011010
purpose link,1110100001101000011010,link clear,0100001101000110110111
link clear,0100001101000110110111,clear context,0011011011100101000001
clear context,0011011011100101000001,context page,0010100000111010110101
context page,0010100000111010110101,page labels,1101011010101000100101
page labels,1101011010101000100101,labels commonly,0100010010100110100001
labels commonly,0100010010100110100001,commonly understood,0011010000110010100011
commonly understood,0011010000110010100011,understood semantics,1001010001110101100111
understood semantics,1001010001110101100111,semantics particular,1010110011111010010111
semantics particular,1010110011111010010111,particular application,1101001011100001000100
particular application,1101001011100001000100,application domain,0000100010001100010111
using appropriate,1001101110000001000001,appropriate terminology,0000100000110110000111
appropriate terminology,0000100000110110000111,terminology specific,1011000011110111001100
terminology specific,1011000011110111001100,specific users,1011100110010011010111
specific users,1011100110010011010111,users tasks,1001101011110110011001
users tasks,1001101011110110011001,tasks information,1011001100101011011111
tasks information,1011001100101011011111,information needs,0101101111111011000001
information needs,0101101111111011000001,needs important,1101100000101011101001
needs important,1101100000101011101001,important making,0101110100111000011101
important making,0101110100111000011101,making content,1100001110100111000000
making content,1100001110100111000000,content easy,0011100000001100111001
content easy,0011100000001100111001,easy understand,0110011100110010100110
marking links,1100011010101000011001,links opening,0100001100111011101111
links opening,0100001100111011101111,opening new,1101110111111011001100
opening new,1101110111111011001100,new windows,1101100110010001110101
new windows,1101100110010001110101,windows links,1000111010101000011001
windows links,1000111010101000011001,links open,0100001100111011101010
links open,0100001100111011101010,open new,1101110101011011001100
open new,1101110101011011001100,new browser,1101100110000010010011
new browser,1101100110000010010011,browser windows,0001001001110001110101
browser windows,0001001001110001110101,windows popup,1000111010111110110110
windows popup,1000111010111110110110,popup windows,1111011011010001110101
popup windows,1111011011010001110101,windows clearly,1000111010100110110101
windows clearly,1000111010100110110101,clearly ked,0011011010101001100100
distinguishing navigation,0110001100011001000110,navigation links,1100100011001000011001
navigation links,1100100011001000011001,links controls,0100001100100101000100
links controls,0100001100100101000100,controls navigation,0010100010011001000110
controls navigation,0010100010011001000110,navigation links,1100100011001000011001
navigation links,1100100011001000011001,links clearly,0100001100100110110101
links clearly,0100001100100110110101,clearly distinguishable,0011011010101100001000
clearly distinguishable,0011011010101100001000,distinguishable controls,0110000100000101000100
distinguishable controls,0110000100000101000100,controls activating,0010100010000000110111
controls activating,0010100010000000110111,activating action,0000011011100000110011
typical action,1001011101100000110011,action types,0000011001110010111010
action types,0000011001110010111010,types user,1001011101010011110010
types user,1001011101010011110010,user interfaces,1001111001001001011000
user interfaces,1001111001001001011000,interfaces include,0100101100001011111010
interfaces include,0100101100001011111010,include manipulating,0101111101011000010011
include manipulating,0101111101011000010011,manipulating application,1100001001100001000100
manipulating application,1100001001100001000100,application data,0000100010000101100011
application data,0000100010000101100011,data performing,0010110001111010000011
data performing,0010110001111010000011,performing searches,1101000001110100111001
performing searches,1101000001110100111001,searches communication,1010011100100111100001
searches communication,1010011100100111100001,communication actions,0011110000100000110010
communication actions,0011110000100000110010,actions opening,0000011001011011101111
actions opening,0000011001011011101111,opening new,1101110111111011001100
opening new,1101110111111011001100,new email,1101100110001101100001
new email,1101100110001101100001,email window,0110110000110001110110
email window,0110110000110001110110,window starting,1000111011010111110010
window starting,1000111011010111110010,starting chat,1011111001000110010111
starting chat,1011111001000110010111,chat function,0011001011101110110000
chat function,0011001011101110110000,function hpresentationrelated,0111011000001010111010
function hpresentationrelated,0111011000001010111010,hpresentationrelated actions,0101011101000000110010
hpresentationrelated actions,0101011101000000110010,actions sorting,0000011001010111000001
actions sorting,0000011001010111000001,sorting list,1011100000101000011000
sorting list,1011100000101000011000,list search,0100001100010100111011
list search,0100001100010100111011,search results,1010011101110100000000
providing printable,1111100000111111101011,printable document,1111110101101100011101
printable document,1111110101101100011101,document versions,0110001110110011000111
document versions,0110001110110011000111,versions document,1001100011101100011101
versions document,1001100011101100011101,document either,0110001110101100100011
document either,0110001110101100100011,either long,0110010001111000000001
either long,0110010001111000000001,long dispersed,1100000000101100000100
long dispersed,1100000000101100000100,dispersed several,0110000010010101111100
dispersed several,0110000010010101111100,several pages,1010111110011010110111
several pages,1010111110011010110111,pages specific,1101011011110111001100
pages specific,1101011011110111001100,specific layout,1011100110001000111011
specific layout,1011100110001000111011,layout suitable,0100011101110110101001
layout suitable,0100011101110110101001,suitable online,1011010100111011101001
suitable online,1011010100111011101001,online reading,1101110100111101010110
online reading,1101110100111101010110,reading printerfriendly,1110101011011111101000
reading printerfriendly,1110101011011111101000,printerfriendly version,1111110100010011000101
printerfriendly version,1111110100010011000101,version document,1001100010101100011101
version document,1001100010101100011101,document provided,0110001110111111000010
document provided,0110001110111111000010,provided prints,1111100001011111111000
provided prints,1111100001011111111000,prints content,1111111100000111000000
prints content,1111111100000111000000,content form,0011100000001111100000
content form,0011100000001111100000,form acceptable,0111110000000000000100
form acceptable,0111110000000000000100,acceptable user,0000000010010011110010
acceptable user,0000000010010011110010,user eg,1001111001001100100010
expected layout,0111100000001000111011,layout paper,0100011101111010110010
layout paper,0100011101111010110010,paper format,1101011001001110100000
paper format,1101011001001110100000,format orientation,0111010000011010100100
use white,1001111010110001110010,white space,1000111001010111000010
white space,1000111001010111000010,space white,1011100001010001110010
space white,1011100001010001110010,white space,1000111001010111000010
white space,1000111001010111000010,space page,1011100001011010110101
space page,1011100001011010110101,page ie,1101011010101010100001
space filled,1011100001001111110011,filled background,0111111001100011100101
filled background,0111111001100011100101,background color,0001110010100110101010
background color,0001110010100110101010,color used,0011010101010011110111
color used,0011010101010011110111,used way,1001111011110001011011
used way,1001111011110001011011,way impair,1000101101101011100110
way impair,1000101101101011100110,impair visual,0101110011010001000100
impair visual,0101110011010001000100,visual skimming,1000100010010101001101
visual skimming,1000100010010101001101,skimming page,1010100110111010110101
white space,1000111001010111000010,space important,1011100001001011101001
space important,1011100001001011101001,important means,0101110100111000101000
important means,0101110100111000101000,means visually,1100010100010001001101
means visually,1100010100010001001101,visually organizing,1000100110111010100101
visually organizing,1000100110111010100101,organizing different,1101010010100100000111
organizing different,1101010010100100000111,different content,0010000011100111000000
different content,0010000011100111000000,content elements,0011100000001100100000
content elements,0011100000001100100000,elements page,0110010000011010110101
elements page,0110010000011010110101,page distance,1101011010101100001010
page distance,1101011010101100001010,distance blocks,0110000101000010111000
distance blocks,0110000101000010111000,blocks information,0001011100001011011111
blocks information,0001011100001011011111,information displayed,0101101111101100001101
information displayed,0101101111101100001101,displayed becomes,0110000110100010100111
displayed becomes,0110000110100010100111,becomes large,0001010011101000101011
becomes large,0001010011101000101011,large rapid,0100010101111101001000
large rapid,0100010101111101001000,rapid skimming,1110100100010101001101
rapid skimming,1110100100010101001101,skimming page,1010100110111010110101
skimming page,1010100110111010110101,page impeded,1101011010101011100101
selecting appropriate,1010010000000001000001,appropriate page,0000100000111010110101
appropriate page,0000100000111010110101,page lengths,1101011010101000110001
page lengths,1101011010101000110001,lengths length,0100011000101000110011
lengths length,0100011000101000110011,length page,0100011001111010110101
length page,0100011001111010110101,page selected,1101011010110100100001
page selected,1101011010110100100001,selected support,1010010000110110111101
selected support,1010010000110110111101,support priy,1011011110111111111100
support priy,1011011110111111111100,priy purpose,1111111110011101000011
priy purpose,1111111110011101000011,purpose use,1110100001110011110101
purpose use,1110100001110011110101,use page,1001111010111010110101
short pages,1010111001111010110111,pages generally,1101011011101110011101
pages generally,1101011011101110011101,generally appropriate,0111001110100001000001
generally appropriate,0111001110100001000001,appropriate homepages,0000100000101010110011
appropriate homepages,0000100000101010110011,homepages navigation,0101011001111001000110
homepages navigation,0101011001111001000110,navigation pages,1100100011011010110111
navigation pages,1100100011011010110111,pages overview,1101011011111010111010
pages overview,1101011011111010111010,overview pages,1101011101011010110111
overview pages,1101011101011010110111,pages need,1101011011111001000000
pages need,1101011011111001000000,need read,1100100000011101011100
need read,1100100000011101011100,read quickly,1110101110011101001010
longer pages,1100000001111010110111,pages appropriate,1101011011100001000001
pages appropriate,1101011011100001000001,appropriate users,0000100000110011010111
appropriate users,0000100000110011010111,users want,1001101011110001001010
users want,1001101011110001001010,want read,1000100101011101011100
want read,1000100101011101011100,read content,1110101110000111000000
read content,1110101110000111000000,content without,0011100000010001111010
content without,0011100000010001111010,without interruptions,1000111101001001010101
without interruptions,1000111101001001010101,interruptions page,0100101010111010110101
interruptions page,0100101010111010110101,page needs,1101011010111011000001
page needs,1101011010111011000001,needs match,1101100000111000110100
needs match,1101100000111000110100,match paper,1100011010011010110010
match paper,1100011010011010110010,paper counterpart,1101011001000101010110
using colour,1001101110000110101111,colour colour,0011010111100110101111
colour colour,0011010111100110101111,colour used,0011010111110011110111
colour used,0011010111110011110111,used care,1001111011100110000000
used care,1001111011100110000000,care taking,0011000000010110011111
care taking,0011000000010110011111,taking account,1011001111100000011010
taking account,1011001111100000011010,account human,0000001101001010101000
account human,0000001101001010101000,human capabilities,0101010100000010001100
human capabilities,0101010100000010001100,capabilities restrictions,0001000110011100000001
capabilities restrictions,0001000110011100000001,restrictions perceiving,1110000000111010000100
restrictions perceiving,1110000000111010000100,perceiving colour,1101000010000110101111
perceiving colour,1101000010000110101111,colour means,0011010111111000101000
colour means,0011010111111000101000,means conveying,1100010100000101001111
means conveying,1100010100000101001111,conveying information,0010100111101011011111
color never,0011010101011011000100,never means,1101100010011000101000
never means,1101100010011000101000,means coding,1100010100000110101000
users difficulties,1001101011100100000011,difficulties perceiving,0010000001111010000100
difficulties perceiving,0010000001111010000100,perceiving certain,1101000010000110001001
perceiving certain,1101000010000110001001,certain colors,0011000100100110101110
certain colors,0011000100100110101110,colors color,0011010111000110101010
colors color,0011010111000110101010,color combinations,0011010101000110100101
using frames,1001101110001110101011,frames care,0111010101100110000000
frames care,0111010101100110000000,care frames,0011000000001110101011
care frames,0011000000001110101011,frames used,0111010101110011110111
frames used,0111010101110011110111,used care,1001111011100110000000
used care,1001111011100110000000,care taken,0011000000010110011101
care taken,0011000000010110011101,taken avoid,1011001110100011101011
taken avoid,1011001110100011101011,avoid possible,0001110101111110111111
avoid possible,0001110101111110111111,possible problems,1111011111111111110100
possible problems,1111011111111111110100,problems example,1111111010001101001010
problems example,1111111010001101001010,example involving,0110100101001001110110
example involving,0110100101001001110110,involving use,0100111011010011110101
involving use,0100111011010011110101,use back,1001111010100011101100
use back,1001111010100011101100,back button,0001110110000010011111
back button,0001110110000010011111,button bookking,0001001111100010111011
button bookking,0001001111100010111011,bookking pages,0001011101111010110111
bookking pages,0001011101111010110111,pages scrolling,1101011011110100111111
pages scrolling,1101011011110100111111,scrolling information,1010011111101011011111
frames used,0111010101110011110111,used important,1001111011101011101001
used important,1001111011101011101001,important title,0101110100110010001110
important title,0101110100110010001110,title frame,1001000111001110101110
title frame,1001000111001110101110,frame describe,0111010111000100110001
frame describe,0111010111000100110001,describe purpose,0010011000111101000011
describe purpose,0010011000111101000011,purpose frames,1110100001101110101011
purpose frames,1110100001101110101011,frames relate,0111010101111100100110
frames relate,0111010101111100100110,relate one,1110010011011011101000
relate one,1110010011011011101000,one another,1101110100000001011010
providing alternatives,1111100000100001010010,alternatives framebased,0000101001001110101010
alternatives framebased,0000101001001110101010,framebased presentation,0111010101011111100110
framebased presentation,0111010101011111100110,presentation frames,1111110011001110101011
presentation frames,1111110011001110101011,frames used,0111010101110011110111
frames used,0111010101110011110111,used alternative,1001111011100001010001
used alternative,1001111011100001010001,alternative way,0000101000110001011011
alternative way,0000101000110001011011,way presenting,1000101101111111100100
way presenting,1000101101111111100100,presenting relevant,1111110010011100100100
presenting relevant,1111110010011100100100,relevant information,1110010010001011011111
relevant information,1110010010001011011111,information without,0101101111110001111010
information without,0101101111110001111010,without frames,1000111101001110101011
without frames,1000111101001110101011,frames provided,0111010101111111000010
providing alternative,1111100000100001010001,alternative textonly,0000101000110010000000
alternative textonly,0000101000110010000000,textonly pages,1001000000011010110111
textonly pages,1001000000011010110111,pages style,1101011011110110100111
pages style,1101011011110110100111,style sheets,1011010011110101110111
style sheets,1011010011110101110111,sheets andor,1010111011100001011111
sheets andor,1010111011100001011111,andor frames,0000101111101110101011
andor frames,0000101111101110101011,frames turned,0111010101110010111101
frames turned,0111010101110010111101,turned possible,1001011110111110111111
turned possible,1001011110111110111111,possible user,1111011111110011110010
possible user,1111011111110011110010,user read,1001111001011101011100
user read,1001111001011101011100,read understand,1110101110010010100110
read understand,1110101110010010100110,understand page,1001010011011010110101
understand page,1001010011011010110101,page alternatively,1101011010100001010011
page alternatively,1101011010100001010011,alternatively user,0000101001110011110010
alternatively user,0000101001110011110010,user provided,1001111001011111000010
user provided,1001111001011111000010,provided equivalent,1111100001001101010000
provided equivalent,1111100001001101010000,equivalent alternative,0110101000000001010001
equivalent alternative,0110101000000001010001,alternative textonly,0000101000110010000000
alternative textonly,0000101000110010000000,textonly page,1001000000011010110101
consistent page,0011100100111010110101,page layout,1101011010101000111011
page layout,1101011010101000111011,layout pages,0100011101111010110111
layout pages,0100011101111010110111,pages designed,1101011011100100010101
pages designed,1101011011100100010101,designed using,0010001010110011011100
designed using,0010001010110011011100,using consistent,1001101110000111001001
using consistent,1001101110000111001001,consistent layout,0011100100101000111011
consistent layout,0011100100101000111011,layout schemes,0100011101110100110101
layout schemes,0100011101110100110101,schemes supporting,1010011010110110110100
schemes supporting,1010011010110110110100,supporting user,1011011010010011110010
supporting user,1011011010010011110010,user finding,1001111001001111111100
user finding,1001111001001111111100,finding similar,0111111110010101011101
finding similar,0111111110010101011101,similar information,1010101110101011011111
similar information,1010101110101011011111,information position,0101101111111110110100
information position,0101101111111110110100,position different,1111011010000100000111
position different,1111011010000100000111,different pages,0010000011111010110111
overall layout,1101010100101000111011,layout schemes,0100011101110100110101
layout schemes,0100011101110100110101,schemes apply,1010011010100001000110
schemes apply,1010011010100001000110,apply pages,0000100011011010110111
apply pages,0000100011011010110111,pages preferable,1101011011111110100011
pages preferable,1101011011111110100011,preferable pages,1111010001111010110111
preferable pages,1111010001111010110111,pages similar,1101011011110101011101
pages similar,1101011011110101011101,similar structure,1010101110110110100000
frequently however,0111011111001010111110,however different,0101011111000100000111
however different,0101011111000100000111,different pages,0010000011111010110111
different pages,0010000011111010110111,pages different,1101011011100100000111
pages different,1101011011100100000111,different purposes,0010000011111101000010
different purposes,0010000011111101000010,purposes types,1110100001010010111010
purposes types,1110100001010010111010,types content,1001011101000111000000
cases pages,0011000011111010110111,pages usually,1101011011110011011101
pages usually,1101011011110011011101,usually grouped,1001101110101010000000
usually grouped,1001101110101010000000,grouped different,0101000000000100000111
grouped different,0101000000000100000111,different categories,0010000011100110001101
different categories,0010000011100110001101,categories using,0011000110110011011100
categories using,0011000110110011011100,using one,1001101110011011101000
using one,1001101110011011101000,one layout,1101110100001000111011
one layout,1101110100001000111011,layout scheme,0100011101110100110111
layout scheme,0100011101110100110111,scheme category,1010011011100110001111
scheme category,1010011011100110001111,category consistently,0011000111100111001011
placing title,1111001111110010001110,title information,1001000111001011011111
title information,1001000111001011011111,information consistently,0101101111100111001011
information consistently,0101101111100111001011,consistently page,0011100101111010110101
consistently page,0011100101111010110101,page titles,1101011010110010001010
page titles,1101011010110010001010,titles placed,1001000101011110011010
titles placed,1001000101011110011010,placed consistent,1111001101000111001001
placed consistent,1111001101000111001001,consistent location,0011100100101000000100
consistent location,0011100100101000000100,location different,0100000010000100000111
location different,0100000010000100000111,different pages,0010000011111010110111
observing principles,1101111001111111101010,principles human,1111110101001010101000
principles human,1111110101001010101000,human perception,0101010100011010000101
human perception,0101010100011010000101,perception designing,1101000010100100010100
perception designing,1101000010100100010100,designing application,0010001010000001000100
designing application,0010001010000001000100,application pages,0000100010011010110111
application pages,0000100010011010110111,pages general,1101011011101110011100
pages general,1101011011101110011100,general principles,0111001110011111101010
general principles,0111001110011111101010,principles human,1111110101001010101000
principles human,1111110101001010101000,human perception,0101010100011010000101
human perception,0101010100011010000101,perception taken,1101000010110110011101
perception taken,1101000010110110011101,taken account,1011001110100000011010
international standards,0100101111110111010001,standards mentioned,1011101000111000100001
standards mentioned,1011101000111000100001,mentioned shall,1100010000110101110100
mentioned shall,1100010000110101110100,shall consulted,1010111010000111000111
shall consulted,1010111010000111000111,consulted guidance,0011100011101010000110
practical guidelines,1111010110001010000101,guidelines presenting,0101000010111111100100
guidelines presenting,0101000010111111100100,presenting information,1111110010001011011111
presenting information,1111110010001011011111,information user,0101101111110011110010
information user,0101101111110011110010,user found,1001111001001110101101
user found,1001111001001110101101,found iso,0111010110101001111111
guidance selecting,0101000011010100100000,selecting using,1010010000010011011100
selecting using,1010010000010011011100,using different,1001101110000100000111
using different,1001101110000100000111,different forms,0010000011101110100111
different forms,0010000011101110100111,forms interaction,0111010011101001000101
forms interaction,0111010011101001000101,interaction techniques,0100100010110110001110
interaction techniques,0100100010110110001110,techniques found,1011000111001110101101
techniques found,1011000111001110101101,found iso,0111010110101001111111
found iso,0111010110101001111111,iso iso,0100111111101001111111
iso gives,0100111111101110001011,gives guidance,0111000101101010000110
gives guidance,0111000101101010000110,guidance menus,0101000011011001100000
guidance menus,0101000011011001100000,menus iso,1100110000001001111111
menus iso,1100110000001001111111,iso command,0100111111100110100010
iso command,0100111111100110100010,command dialogues,0011010001000100000101
command dialogues,0011010001000100000101,dialogues iso,0010000010101001111111
dialogues iso,0010000010101001111111,iso direct,0100111111100100000001
iso direct,0100111111100100000001,direct manipulation,0010000000111000010001
direct manipulation,0010000000111000010001,manipulation iso,1100001000101001111111
manipulation iso,1100001000101001111111,iso forms,0100111111101110100111
addition designing,0000010111000100010100,designing multimedia,0010001010011001011110
designing multimedia,0010001010011001011110,multimedia information,1100101111001011011111
multimedia information,1100101111001011011111,information presentations,0101101111111111100111
information presentations,0101101111111111100111,presentations design,1111110011100100010110
presentations design,1111110011100100010110,design principles,0010001011011111101010
design principles,0010001011011111101010,principles recommendations,1111110101011101111001
principles recommendations,1111110101011101111001,recommendations described,1110111100100100110000
recommendations described,1110111100100100110000,described iso,0010011000001001111111
described iso,0010011000001001111111,iso iso,0100111111101001111111
iso iso,0100111111101001111111,iso taken,0100111111110110011101
iso taken,0100111111110110011101,taken account,1011001110100000011010
appropriate content,0000100000100111000000,content presentation,0011100000011111100110
content presentation,0011100000011111100110,presentation also,1111110011000001110001
presentation also,1111110011000001110001,also plays,0000111000111110010011
also plays,0000111000111110010011,plays key,1111001001101001100110
plays key,1111001001101001100110,key role,0100110011010100011001
key role,0100110011010100011001,role accessibility,1010001100100000001110
linking back,0100001101100011101100,back home,0001110110001010110000
back home,0001110110001010110000,home page,0101011000011010110101
home page,0101011000011010110101,page landk,1101011010101000101101
page landk,1101011010101000101101,landk pages,0100010110111010110111
landk pages,0100010110111010110111,pages page,1101011011111010110101
pages page,1101011011111010110101,page contain,1101011010100111000010
page contain,1101011010100111000010,contain link,0011100001001000011010
contain link,0011100001001000011010,link leading,0100001101001000111111
link leading,0100001101001000111111,leading home,0100011111101010110000
leading home,0100011111101010110000,home page,0101011000011010110101
home page,0101011000011010110101,page application,1101011010100001000100
page application,1101011010100001000100,application landk,0000100010001000101101
application landk,0000100010001000101101,landk page,0100010110111010110101
landk page,0100010110111010110101,page easy,1101011010101100111001
page easy,1101011010101100111001,easy recognize,0110011100111101111011
easy recognize,0110011100111101111011,recognize user,1110111101110011110010
providing site,1111100000110101001001,site map,1010100100111000110110
site map,1010100100111000110110,map arate,1100011011000011000001
map arate,1100011011000011000001,arate navigation,0001100000111001000110
arate navigation,0001100000111001000110,navigation overview,1100100011011010111010
navigation overview,1100100011011010111010,overview site,1101011101010101001001
overview site,1101011101010101001001,site map,1010100100111000110110
site map,1010100100111000110110,map provided,1100011011011111000010
map provided,1100011011011111000010,provided application,1111100001000001000100
provided application,1111100001000001000100,application showing,0000100010010101010000
application showing,0000100010010101010000,showing structure,1010101000010110100000
showing structure,1010101000010110100000,structure site,1011010000010101001001
structure site,1011010000010101001001,site overview,1010100100111010111010
site overview,1010100100111010111010,overview form,1101011101001111100000
consistency navigation,0011100100011001000110,navigation components,1100100011000111111110
navigation components,1100100011000111111110,components content,0011111111000111000000
components content,0011111111000111000000,content navigation,0011100000011001000110
content navigation,0011100000011001000110,navigation components,1100100011000111111110
navigation components,1100100011000111111110,components overviews,0011111111011010111110
components overviews,0011111111011010111110,overviews shown,1101011111010101010001
overviews shown,1101011111010101010001,shown conction,1010101000100111110000
shown conction,1010101000100111110000,conction associated,0011111000000011011110
conction associated,0011111000000011011110,associated content,0001101111000111000000
associated content,0001101111000111000000,content consistency,0011100000000111001000
content consistency,0011100000000111001000,consistency navigation,0011100100011001000110
consistency navigation,0011100100011001000110,navigation component,1100100011000111111010
navigation component,1100100011000111111010,component content,0011111101000111000000
component content,0011111101000111000000,content shown,0011100000010101010001
content shown,0011100000010101010001,shown maintained,1010101000111000011000
shown maintained,1010101000111000011000,maintained indicating,1100001100001011010000
maintained indicating,1100001100001011010000,indicating navigation,0101101000011001000110
indicating navigation,0101101000011001000110,navigation component,1100100011000111111010
navigation component,1100100011000111111010,component eg,0011111101001100100010
currently visible,0010110100010001000111,visible content,1000100011100111000000
visible content,1000100011100111000000,content area,0011100000000011000101
placing navigation,1111001111111001000110,navigation components,1100100011000111111110
navigation components,1100100011000111111110,components consistently,0011111111000111001011
components consistently,0011111111000111001011,consistently navigation,0011100101111001000110
consistently navigation,0011100101111001000110,navigation components,1100100011000111111110
navigation components,1100100011000111111110,components placed,0011111111011110011010
components placed,0011111111011110011010,placed consistently,1111001101000111001011
placed consistently,1111001101000111001011,consistently pages,0011100101111010110111
consistently pages,0011100101111010110111,pages framesets,1101011011101110101001
pages framesets,1101011011101110101001,framesets pages,0111010100111010110111
framesets pages,0111010100111010110111,pages application,1101011011100001000100
individualization user,0101101001010011110010,user adaptation,1001111001000000111000
user adaptation,1001111001000000111000,adaptation adapting,0000011100000000101000
adaptation adapting,0000011100000000101000,adapting content,0000010100000111000000
adapting content,0000010100000111000000,content navigation,0011100000011001000110
content navigation,0011100000011001000110,navigation user,1100100011010011110010
navigation user,1100100011010011110010,user interface,1001111001001001001000
user interface,1001111001001001001000,interface individual,0100100100001011010011
interface individual,0100100100001011010011,individual users,0101101001110011010111
individual users,0101101001110011010111,users user,1001101011110011110010
users user,1001101011110011110010,user groups,1001111001001010000001
user groups,1001111001001010000001,groups useful,0101000000110011110110
groups useful,0101000000110011110110,useful mechanism,1001111011011000101011
useful mechanism,1001111011011000101011,mechanism providing,1100010101111111000001
mechanism providing,1100010101111111000001,providing information,1111100000101011011111
providing information,1111100000101011011111,information interest,0101101111101001001010
information interest,0101101111101001001010,interest users,0100100101010011010111
interest users,0100100101010011010111,users making,1001101011111000011101
users making,1001101011111000011101,making access,1100001110100000001101
making access,1100001110100000001101,access relevant,0000000110111100100100
access relevant,0000000110111100100100,relevant information,1110010010001011011111
relevant information,1110010010001011011111,information efficient,0101101111101100100111
user adaptation,1001111001000000111000,adaptation also,0000011100000001110001
adaptation also,0000011100000001110001,also important,0000111000101011101001
also important,0000111000101011101001,important making,0101110100111000011101
important making,0101110100111000011101,making user,1100001110110011110010
making user,1100001110110011110010,user interface,1001111001001001001000
user interface,1001111001001001001000,interface accessible,0100100100000000001010
different approaches,0010000011100001000011,approaches used,0000100001110011110111
approaches used,0000100001110011110111,used achieving,1001111011100000010010
used achieving,1001111011100000010010,achieving goals,0000001001001110001111
achieving goals,0000001001001110001111,goals like,0111000111101000010100
goals like,0111000111101000010100,like providing,0100001010011111000001
like providing,0100001010011111000001,providing users,1111100000110011010111
providing users,1111100000110011010111,users means,1001101011111000101000
